	sex	blood_group	job	residence	birthdate	ssn	current_location	race	name
2603	M	O+	Environmental education officer	"74422 Jeffrey Turnpike Suite 933
Katherineland, NJ 46893"	12/24/1976, 00:00:00	846-46-1994	(Decimal('-31.065799'), Decimal('-108.326776'))	black	Colton Bowman
2604	F	A-	Education officer, museum	"256 Evans Parkway
Mcdowellhaven, CO 08442"	1922/02/28	497-99-7784	(Decimal('62.1408295'), Decimal('11.514205'))	White	Teresa Bentley
2605	M	B-	Loss adjuster, chartered	"327 Jason Route Suite 803
East Shannonstad, NV 67989"	1940/02/02	624-15-3868	(Decimal('-61.724002'), Decimal('144.682924'))	White	Jacob Greer PhD
2606	M	AB+	Toxicologist	"4893 Zimmerman Brooks Apt. 615
Williamchester, OK 75497"	12/02/1981, 00:00:00	586-46-4221	(Decimal('-0.405414'), Decimal('170.964706'))	White	Adam Cantu
2607	M	B+	Horticultural consultant	"4403 Yang Groves Suite 248
Hansenfurt, MS 69783"	07/26/1980, 00:00:00	582-21-9359	(Decimal('35.292830'), Decimal('-23.075536'))	Black	Chase Kline
2608	F	AB-	Teaching laboratory technician	"511 Davis Mission Apt. 446
Williamsfort, AK 88846"	06/12/1948, 00:00:00	643-62-8345	(Decimal('-80.090635'), Decimal('128.630300'))	White	Charlene Mccoy
2609	M	AB-	Software engineer	"260 Christine Stravenue Apt. 388
South Chelsealand, HI 07741"	25 Oct 2004	769-28-7055	(Decimal('-47.2093675'), Decimal('172.014242'))	Hawaiian	Chad Lowery
2610	M	B-	Fashion designer	"1603 Christopher Circle
Alexanderberg, VA 66714"	1988/06/30	512-22-5312	(Decimal('-14.7061975'), Decimal('-74.710360'))	Hawaiian	Ryan Jackson
2611	M	B-	Energy manager	"PSC 4331, Box 2454
APO AE 54777"	03/22/1974, 00:00:00	197-55-4493	(Decimal('22.3321995'), Decimal('104.790871'))	White	Justin Jones
2612	F	B+	Teacher, secondary school	"6139 Matthew Knolls
East Joseph, MD 01210"	23 Jul 1998	698-24-9534	(Decimal('-54.254462'), Decimal('-149.027098'))	White	Jodi Bradley
2613	M	O-	Education officer, community	"65648 Alexandra Stream Apt. 207
New Philip, IA 37299"	04/19/1931, 00:00:00	386-23-4390	(Decimal('25.202790'), Decimal('-41.007218'))	Asian	John Davis
2614	M	A-	Therapeutic radiographer	"USS Mcdowell
FPO AP 53854"	14 Jul 1940	018-85-5008	(Decimal('-76.4033905'), Decimal('133.775149'))	White	Kyle Brown
2615	M	A-	Engineer, technical sales	"8548 Rodriguez Drive
New Jacquelineton, KY 31821"	09/16/1954, 00:00:00	354-26-3851	(Decimal('2.495830'), Decimal('-28.175803'))	White	Curtis Case
2616	M	B+	Barrister	"8355 David Prairie
Barbarashire, AL 89095"	2000/10/02	713-32-6815	(Decimal('-65.560441'), Decimal('81.537921'))	Black	David Mata
2617	F	AB-	Adult nurse	"19920 Rodriguez Land
Riveraside, MO 72691"	04/17/1964, 00:00:00	292-64-5526	(Decimal('15.059472'), Decimal('112.077200'))	White	Michelle Walker
2618	M	A-	Architectural technologist	"3067 Gregory Underpass Apt. 245
Krystalborough, WY 09927"	2001/04/12	450-14-8206	(Decimal('-29.7345675'), Decimal('143.100769'))	Indian	Eric Zuniga
2619	F	B-	Designer, blown glass/stained glass	"325 Riley Oval
Jamesstad, OR 83196"	10/21/1910, 00:00:00	373-60-2553	(Decimal('85.896501'), Decimal('-168.748143'))	Black	Jessica Whitehead
2620	F	B-	Sports administrator	"76614 Durham Walk Apt. 409
New Julieland, NV 94342"	1977/12/19	290-73-9461	(Decimal('-7.8300375'), Decimal('-150.844496'))	Black	Linda Warren
2621	F	O-	Editorial assistant	"94303 Smith Shoal
New Eric, IA 57050"	12/22/2006, 00:00:00	385-43-5507	(Decimal('36.2814425'), Decimal('123.260454'))	Asian	Kara Lowe
2622	F	AB-	Graphic designer	"60554 Joshua Forest Suite 006
West Marilynville, MO 61313"	1930-08-17	409-59-5074	(Decimal('-45.945066'), Decimal('-17.725111'))	Asian	Angela Potts
2623	M	A+	Environmental manager	"930 Jennifer Garden
Harrisland, OH 87097"	08/17/2021, 00:00:00	879-07-6805	(Decimal('22.2007885'), Decimal('-88.050958'))	Black	Joshua Jennings
2624	F	A+	Loss adjuster, chartered	"64111 Franklin Trafficway
Terrimouth, MN 79089"	03/11/1960, 00:00:00	224-11-5613	(Decimal('-44.3541355'), Decimal('6.236188'))	White	Ashley Smith
2625	F	O-	Youth worker	"0487 Heather Mountain Suite 851
New Lynnbury, NV 12596"	15 Dec 1913	229-85-0887	(Decimal('-70.611276'), Decimal('-129.569090'))	White	Bonnie Henderson
2626	F	A-	Designer, blown glass/stained glass	"92896 Kimberly Mountain
New Elizabeth, CA 37656"	1945/11/29	116-04-0104	(Decimal('17.9246155'), Decimal('94.212679'))	White	Catherine Rhodes
2627	M	A-	Web designer	"1073 Blevins Union
Millerport, MN 17103"	1960/03/08	682-74-9140	(Decimal('-43.214289'), Decimal('-125.629959'))	White	Sean Munoz
2628	F	A+	Higher education lecturer	"8753 Reyes Trace Suite 014
Brooksside, CA 46944"	23 Sep 1959	209-04-1248	(Decimal('-52.190514'), Decimal('-18.874778'))	White	Pamela Lopez
2629	F	O-	Secretary/administrator	"USS Garrett
FPO AP 88398"	11 Feb 1937	553-25-3231	(Decimal('65.783017'), Decimal('-129.946908'))	White	April Smith
2630	F	B+	Architect	"4097 Robert Trail Apt. 530
East Michaelshire, AK 38461"	05/28/1906, 00:00:00	351-12-3197	(Decimal('54.0484765'), Decimal('-108.150321'))	Hawaiian	Diana Lee
2631	F	O-	Video editor	"45799 Michael Run Suite 739
South Michael, NM 07863"	29 Sep 1958	182-06-3737	(Decimal('3.7159075'), Decimal('33.819851'))	White	Patricia White
2632	F	A-	Television floor manager	"2825 Lopez Street
Anthonyton, KS 34418"	1964-05-15	611-06-0963	(Decimal('44.360011'), Decimal('-34.748505'))	White	April Perez
2633	M	O-	Fish farm manager	"957 Jeffery Dam
East Rickfort, NJ 03403"	1969/03/14	603-57-6625	(Decimal('-37.597893'), Decimal('-3.042859'))	Asian	Lee Robertson
2634	F	B+	Doctor, hospital	"003 Alexandra Locks
Brownborough, AK 31825"	05/05/1998, 00:00:00	453-35-1176	(Decimal('64.695050'), Decimal('66.126061'))	Asian	Carol Garner
2635	M	O-	Podiatrist	"94616 Taylor Fords
Webbfort, WI 53640"	1923/01/23	131-92-5979	(Decimal('-88.5964535'), Decimal('-142.853418'))	White	Ricky Sanchez
2636	M	O-	Barista	"93632 Adam Forest
West Kevinview, OR 34377"	1945-10-20	670-39-0346	(Decimal('64.122195'), Decimal('139.252368'))	Asian	Russell Burgess
2637	F	B+	Video editor	"419 Bowers Viaduct
Laurieview, TX 22067"	1948-02-06	105-35-5671	(Decimal('18.6757375'), Decimal('26.433145'))	White	Melanie Robinson
2638	F	A-	Surveyor, insurance	"135 Welch Ramp Suite 512
East Lauraview, HI 51130"	25 Dec 2003	567-44-8484	(Decimal('89.0507015'), Decimal('-163.139084'))	Black	Victoria Adams
2639	F	B+	Broadcast journalist	"Unit 6436 Box 0357
DPO AP 29185"	11/29/1915, 00:00:00	458-64-3344	(Decimal('47.573844'), Decimal('77.619514'))	Hawaiian	Dr. Melissa Moody
2640	M	A-	Trade mark attorney	"860 Rivera Ramp
East Maryville, FL 19357"	1970/02/03	283-21-6750	(Decimal('-45.070187'), Decimal('-92.858088'))	White	Michael Gillespie
2641	M	AB+	Nurse, mental health	"157 Stanley Neck
Margaretchester, IN 86135"	2019/06/01	851-79-8211	(Decimal('-46.585614'), Decimal('-19.791268'))	White	Michael Collins
2642	M	AB-	Paramedic	"096 Kline Groves Suite 377
West Jacob, MN 57814"	10/29/1960, 00:00:00	157-07-5057	(Decimal('42.8861685'), Decimal('-20.700281'))	Black	Andrew Hutchinson
2643	F	AB+	Secretary/administrator	"106 Nicole Falls
North Tyler, MD 51073"	1952-12-30	675-30-5962	(Decimal('-70.515634'), Decimal('-2.514343'))	White	Terry Butler
2644	M	AB+	Clinical scientist, histocompatibility and immunogenetics	"257 Jaime Lock
Melissahaven, AL 83592"	1997-11-09	895-68-6740	(Decimal('-49.8811855'), Decimal('-133.569151'))	Black	Ryan Miller
2645	F	AB-	Financial manager	"69592 Zachary Parks Apt. 948
Edwardstad, VT 53154"	1995-03-13	482-63-1927	(Decimal('66.5098915'), Decimal('-129.593078'))	White	Michele Russo
2646	F	A+	Patent attorney	"37838 Robinson Crossing Apt. 860
Millerstad, KY 47029"	1965/03/08	820-05-6854	(Decimal('-57.1768455'), Decimal('-48.783589'))	Indian	Denise Smith
2647	M	O-	Event organiser	"4666 Victor Dale Suite 351
Hallside, CA 83193"	1935-11-21	629-68-5681	(Decimal('-38.704109'), Decimal('18.258067'))	Hawaiian	Bobby Thompson
2648	F	AB-	Quarry manager	"8334 Brittany Motorway
Perezbury, MN 98879"	05/12/1985, 00:00:00	655-44-4474	(Decimal('68.916203'), Decimal('68.596443'))	Asian	Mrs. Deborah Weiss MD
2649	F	AB+	Programmer, multimedia	"86068 Randall Shoal
West Morgan, HI 03824"	06 Sep 1954	303-25-8349	(Decimal('-74.080592'), Decimal('124.688698'))	Asian	Molly Nelson
2650	M	AB+	Agricultural consultant	"472 David Wells Suite 530
New Jordan, NJ 39936"	25 Nov 1936	885-06-7432	(Decimal('86.870203'), Decimal('-150.034353'))	Black	Tanner Dunn
2651	M	A+	Dramatherapist	"44104 Crystal Brooks
West Karenborough, AL 49122"	18 Apr 1972	262-15-7978	(Decimal('-47.6120345'), Decimal('-137.789255'))	White	Robert Sullivan
2652	F	O-	Designer, exhibition/display	"6401 Karen Haven
Marissaberg, ND 57468"	10/25/1924, 00:00:00	616-03-8583	(Decimal('-14.389213'), Decimal('-81.398882'))	Black	Tammy Willis
2653	M	B+	Oncologist	"PSC 5419, Box 7439
APO AA 38704"	1961-09-05	378-35-3476	(Decimal('-32.015443'), Decimal('79.434892'))	White	Calvin Maxwell
2654	F	AB-	Forensic scientist	"720 Jacob Lodge
Elizabethville, IN 21330"	1940-11-09	142-08-4404	(Decimal('69.956445'), Decimal('160.073912'))	Asian	Kristina Adams
2655	F	A-	Haematologist	"6156 Tonya Drives Apt. 319
Conniemouth, SD 52820"	03/06/1910, 00:00:00	854-50-4242	(Decimal('-36.294689'), Decimal('129.531838'))	Indian	Kimberly Lindsey
2656	M	O-	Physicist, medical	"814 Washington Cape
West John, CO 92743"	1908-06-20	407-24-2973	(Decimal('13.3810635'), Decimal('97.976678'))	White	Tyler Hull
2657	F	A+	Speech and language therapist	"41025 Carolyn Trail Suite 704
Chungfort, OR 45435"	01/16/2019, 00:00:00	866-98-3133	(Decimal('89.6902805'), Decimal('19.697266'))	White	Kristine Mcguire
2658	M	A+	Exercise physiologist	"284 Johnson Haven Apt. 160
Kennethton, ND 18959"	1971/01/15	084-71-4970	(Decimal('9.5283805'), Decimal('161.041027'))	White	Donald Perkins
2659	M	AB-	Transport planner	"49725 Michael Port Suite 568
Flynnside, MT 24222"	2018-04-22	330-94-1582	(Decimal('-78.598511'), Decimal('-40.959222'))	Asian	Michael Flynn
2660	M	O+	Teaching laboratory technician	"772 James Underpass
Lake Raymondchester, OR 47177"	1979-08-05	856-38-8298	(Decimal('-47.5069785'), Decimal('-61.823170'))	Black	James Howard
2661	M	O-	Industrial/product designer	"654 Meyer Prairie Apt. 251
Johnsonberg, MO 93909"	27 Jan 1906	663-07-6663	(Decimal('-32.1645645'), Decimal('53.108960'))	Asian	Thomas Martinez
2662	M	A-	Chartered accountant	"324 Larry Shore
South Suzanneville, IA 25174"	1970/02/27	647-06-3935	(Decimal('-3.3017195'), Decimal('81.697388'))	Black	Michael Bullock
2663	F	AB-	Scientist, research (medical)	"6823 Fletcher Fort
New Tina, NC 75495"	1990/05/05	133-49-4874	(Decimal('61.2520365'), Decimal('131.026777'))	Black	Crystal Marshall
2664	F	O-	Engineer, structural	"7134 Luke Port Apt. 940
New Courtneytown, GA 34165"	10/01/1948, 00:00:00	271-49-5507	(Decimal('-51.6556565'), Decimal('-88.815657'))	white	Diana Morales
2665	F	A+	Community pharmacist	"0269 Lee Expressway Suite 062
Gonzalesfort, WY 67500"	1943-02-13	792-80-0450	(Decimal('-59.6392935'), Decimal('58.814554'))	White	Rebecca Garcia
2666	M	A+	Agricultural consultant	"9920 Hayley Underpass
Andersonland, TX 14644"	08/17/1923, 00:00:00	301-06-9566	(Decimal('-69.462587'), Decimal('-141.025064'))	White	Derrick Lopez
2667	F	B-	Secretary/administrator	"USCGC Smith
FPO AE 93353"	1934-01-15	157-23-2055	(Decimal('-35.9962895'), Decimal('-127.416527'))	White	Ruth Thornton
2668	F	A-	Fast food restaurant manager	"8565 Fisher Coves Suite 600
Danielside, NE 13132"	1927-05-31	787-30-5330	(Decimal('-40.831673'), Decimal('7.099985'))	White	Rebecca Wood
2669	F	O+	Set designer	"3160 Collins Cape
South Teresamouth, LA 90963"	1946-11-03	025-73-7033	(Decimal('-37.210196'), Decimal('137.637182'))	White	Kimberly Crane
2670	M	O+	Research scientist (maths)	"53304 Rachel Grove Apt. 584
Lintown, GA 72395"	01/30/1959, 00:00:00	509-42-8266	(Decimal('54.6781895'), Decimal('-105.004063'))	Indian	Jim Pennington
2671	M	A+	Accountant, chartered management	"70651 Rivera Fall Suite 157
Port Pamelastad, AZ 17789"	1985/11/04	819-30-6374	(Decimal('-80.3599235'), Decimal('-143.175992'))	White	Edgar Wong
2672	M	O-	Radiographer, diagnostic	"2440 Zachary Spur Suite 143
Kelliland, NE 85211"	1971/10/21	709-65-7732	(Decimal('88.9160825'), Decimal('-7.687783'))	Asian	James Lee
2673	F	B+	Editorial assistant	"648 Cheyenne Via
Port Jeffrey, NM 44205"	1991-09-19	570-82-2263	(Decimal('50.7620025'), Decimal('33.574551'))	White	Melissa Ramirez
2674	M	A+	Museum education officer	"988 Moore Dale Apt. 117
West Jeannebury, IA 54622"	1978/10/27	007-33-5704	(Decimal('-27.3167575'), Decimal('-0.158032'))	Asian	Benjamin West
2675	F	A+	Drilling engineer	"226 Brittany Unions Apt. 095
West Angela, SD 13713"	1932-01-27	003-46-7809	(Decimal('-40.2178685'), Decimal('-161.583845'))	Black	Toni Rogers
2676	F	A+	Engineer, site	"4892 Paul Highway
Allisonfort, GA 11968"	04 Jan 1975	227-14-8978	(Decimal('-22.226328'), Decimal('-118.452372'))	Black	Cheyenne Simpson
2677	F	A+	Multimedia specialist	"223 Romero Forges
North Ericland, KS 01273"	1937-07-16	625-92-5027	(Decimal('36.380014'), Decimal('-161.874171'))	white	Kristy Leonard
2678	F	O-	Printmaker	"PSC 7603, Box 9907
APO AE 32145"	24 Jul 1921	849-81-8146	(Decimal('-14.492740'), Decimal('154.750840'))	Black	Victoria Mendez
2679	M	B+	Systems analyst	"7901 Castro Orchard
New Baileychester, UT 45014"	1983/01/16	711-30-9436	(Decimal('-41.736687'), Decimal('131.820481'))	White	Adam Tate
2680	M	O-	Commercial horticulturist	"0478 Jimmy Villages Suite 302
New Danafort, LA 10746"	08/25/1917, 00:00:00	351-52-5673	(Decimal('9.6230945'), Decimal('32.965113'))	White	Antonio Gonzalez
2681	M	A-	Writer	"53000 Prince Burgs Apt. 687
West Stacy, NC 25901"	04/29/1906, 00:00:00	230-01-5449	(Decimal('-60.757839'), Decimal('109.259320'))	Black	Brandon Collins
2682	M	O+	Television camera operator	"85434 Winters Harbors
Port Veronicahaven, CA 36538"	1960/08/23	202-68-7788	(Decimal('11.393742'), Decimal('119.837614'))	Hawaiian	Jamie Middleton
2683	F	B-	Phytotherapist	"017 Rebecca Views
South Virginia, DC 11408"	1931-11-08	635-11-2083	(Decimal('-17.8040845'), Decimal('178.658462'))	Asian	Elizabeth Young
2684	M	O-	Radio producer	"682 Stephanie River
Dustinmouth, DE 70054"	04/01/2020, 00:00:00	285-47-2386	(Decimal('-56.7155765'), Decimal('-127.792053'))	White	Bradley Faulkner
2685	M	AB-	Chartered legal executive (England and Wales)	"0191 Schroeder Forge
North David, NC 48817"	1972/04/16	218-92-6316	(Decimal('-51.3037845'), Decimal('-90.413869'))	White	Cody Moore
2686	M	B+	Trade union research officer	"31291 Evan Harbor Suite 084
Mollymouth, WI 43891"	1963-12-05	505-69-5258	(Decimal('24.8305395'), Decimal('150.703190'))	White	Spencer Valencia
2687	F	B-	Senior tax professional/tax inspector	"0976 Angela Lock Apt. 639
Hodgesside, CA 66100"	04/20/1997, 00:00:00	710-98-1325	(Decimal('33.586744'), Decimal('43.700315'))	Black	Nicole Rodriguez
2688	F	AB-	Health service manager	"009 Pena Plaza Suite 848
South Stephanie, IL 58055"	11/09/2001, 00:00:00	250-14-0572	(Decimal('29.1572195'), Decimal('-85.983493'))	Black	Cynthia Carter
2689	M	AB+	Scientist, research (life sciences)	"970 Sarah Lake
Williamburgh, HI 76495"	02/16/2014, 00:00:00	682-67-0543	(Decimal('-80.738042'), Decimal('-139.014681'))	White	Ronald Andersen
2690	M	A-	Speech and language therapist	"3778 David Path
South Davidburgh, MT 12792"	2011-08-27	498-53-0464	(Decimal('-71.6126295'), Decimal('-109.098646'))	White	Matthew Johnson
2691	F	B-	Advertising account executive	"8590 Duran Forks Suite 098
Ballbury, AR 31851"	1930/03/29	762-38-8098	(Decimal('-22.4109815'), Decimal('-76.131544'))	Black	Christine Garcia
2692	M	AB-	Dentist	"902 Sanford Unions Apt. 251
West Jeffery, NJ 28329"	2016-06-23	689-82-3924	(Decimal('72.2811905'), Decimal('178.261549'))	White	Scott Wright
2693	M	O-	Fine artist	"81776 Allen Skyway
North Kathleen, NC 47659"	30 Mar 1995	103-89-1048	(Decimal('-79.1784255'), Decimal('-118.396512'))	blsck	Carl Vaughn
2694	F	B+	IT technical support officer	"700 Jason Field
Boothview, DC 72324"	13 Feb 2021	369-20-8033	(Decimal('87.6795295'), Decimal('54.420013'))	Hawaiian	Jean Phillips
2695	M	AB-	Engineer, broadcasting (operations)	"344 Allen Fork
West Angela, OH 53960"	05/30/1927, 00:00:00	376-23-1900	(Decimal('-16.8745675'), Decimal('-82.030501'))	White	Jeremy Bishop
2696	M	B-	Education officer, museum	"9902 Joanne Greens Suite 089
New Luke, IL 61060"	2016/12/24	411-38-3348	(Decimal('-47.711703'), Decimal('-37.750734'))	White	Timothy Walsh
2697	M	O+	Fish farm manager	"06369 Dana Mills Suite 785
West Amandahaven, IA 12113"	1938-03-19	460-81-1644	(Decimal('53.4035185'), Decimal('46.960346'))	black	Jason Short
2698	M	A+	Microbiologist	"98267 Shawn Grove Apt. 765
Elizabethland, OH 37175"	1912-01-25	402-57-2760	(Decimal('55.106441'), Decimal('27.146235'))	White	Craig Hubbard
2699	M	AB+	Prison officer	"0631 Paula Greens
Adamsview, WA 83042"	2010-02-11	846-93-9387	(Decimal('-28.3460125'), Decimal('115.725439'))	White	Matthew Padilla
2700	F	B+	Paediatric nurse	"3789 David Avenue Suite 494
South Jonathan, PA 38249"	2014-05-09	812-38-1113	(Decimal('30.5806455'), Decimal('137.119421'))	Black	Katherine Graham
2701	F	O+	Dispensing optician	"120 Mosley Mountain
East Brandonburgh, MN 80346"	12 Apr 1918	201-12-1077	(Decimal('57.059191'), Decimal('124.084567'))	Black	Kathryn Mitchell
2702	F	B-	Meteorologist	"602 Guerrero Freeway Suite 218
East John, DC 71473"	1937/11/24	731-04-3217	(Decimal('-44.116026'), Decimal('-67.983403'))	Black	Sharon Montes
2703	F	A-	Product/process development scientist	"Unit 9095 Box 0008
DPO AE 71201"	23 Feb 1968	403-56-3553	(Decimal('13.5207825'), Decimal('19.815937'))	White	Kara Jacobson
2704	F	AB-	Public house manager	"09998 Lyons Mountains
Joelstad, ND 77284"	1959/05/31	246-54-1400	(Decimal('-0.747578'), Decimal('-70.242835'))	Black	Belinda Gonzalez
2705	M	A-	Software engineer	"63812 Silva Summit Suite 951
Mackenziemouth, AR 82473"	09/04/1940, 00:00:00	059-83-2305	(Decimal('-60.793195'), Decimal('56.864259'))	White	Grant Ramirez
2706	M	A-	Financial trader	"Unit 0352 Box 1729
DPO AE 90763"	1949-10-10	650-13-0754	(Decimal('6.1701065'), Decimal('-150.573050'))	black	James Huynh
2707	F	B-	Therapist, drama	"86547 Moore Road Suite 749
Port Kristiburgh, LA 15292"	11/29/1940, 00:00:00	308-31-8456	(Decimal('39.059598'), Decimal('43.306024'))	Black	April Harris
2708	M	A+	Merchandiser, retail	"88832 Bonilla Plaza
Johnsonburgh, WV 79264"	12/18/1999, 00:00:00	095-40-5601	(Decimal('-69.953813'), Decimal('-130.555070'))	Black	Jerry Clark MD
2709	F	B+	Visual merchandiser	"44505 Kyle Hills Apt. 589
South Davidmouth, WV 76976"	2001/11/06	059-91-7442	(Decimal('81.1548495'), Decimal('126.436361'))	White	Christie Walters
2710	F	AB+	Patent examiner	"90520 Green Camp
Lake Jeffreyshire, PA 42474"	12/01/1922, 00:00:00	081-08-3220	(Decimal('48.7040175'), Decimal('-161.794614'))	Black	Amanda Maxwell
2711	F	B+	Nurse, learning disability	"6822 Amy Center
Turnertown, FL 00550"	2005-10-08	523-88-2981	(Decimal('2.435686'), Decimal('132.443948'))	White	Lisa Black
2712	F	AB-	Banker	"5985 Fischer Springs Suite 390
Phillipchester, MN 10423"	17 Oct 1923	248-41-4266	(Decimal('59.122392'), Decimal('-77.404299'))	Black	Carly Bell
2713	F	O-	Veterinary surgeon	"092 Kenneth Fords
East Nicholas, AR 64976"	1932-02-10	749-62-4011	(Decimal('-4.303662'), Decimal('-17.380294'))	Black	Jasmine Ochoa
2714	F	AB-	Chief Executive Officer	"8902 Kennedy Greens
Port Barrybury, VA 10823"	2011-10-02	117-57-6518	(Decimal('64.0059225'), Decimal('-48.666122'))	Asian	Lori Burke
2715	M	B+	Air cabin crew	"11608 Franco Vista Apt. 378
Jefferymouth, MI 42990"	1918/03/01	401-62-6690	(Decimal('2.9109025'), Decimal('-100.588003'))	Indian	Ruben Johnson
2716	M	AB-	Network engineer	"7300 Tricia Bypass
Kathrynmouth, DC 37711"	11 Aug 1953	557-95-7752	(Decimal('70.7100545'), Decimal('46.060838'))	Indian	Tracy Steele
2717	F	B+	Gaffer	"18023 Robles Pike Apt. 942
Jenniferbury, DC 13509"	28 Mar 1963	652-01-8424	(Decimal('36.8336865'), Decimal('-138.305121'))	Black	Kelsey Norman
2718	M	A-	Chartered accountant	"80458 Adam Parks Apt. 401
Kaylahaven, FL 47659"	1915-10-18	400-03-5027	(Decimal('-16.857719'), Decimal('-92.217248'))	White	Kevin Hicks
2719	F	AB-	Therapeutic radiographer	"0667 Lisa Row Suite 669
West Christopherbury, PA 17312"	25 May 1951	379-62-2226	(Decimal('61.9657555'), Decimal('74.281359'))	White	Rhonda Andrews
2720	M	B-	Computer games developer	"777 Vaughn Road Apt. 082
Georgechester, PA 37861"	1910/05/21	268-21-9871	(Decimal('67.394234'), Decimal('151.883302'))	White	David Jordan
2721	F	O-	Research scientist (medical)	"4723 Hall Lodge Suite 097
Carrstad, LA 51246"	2019/05/01	546-71-7093	(Decimal('66.2898485'), Decimal('147.078104'))	White	Anita Kelley
